image_id,image_path,ensemble_raw_score
p4_img20,data/raw/p4_img20.png,1.7426100017878745
p2_seed11,data/raw/p2_seed11.jpg,1.597724085994426
p0_img20,data/raw/p0_img20.png,1.5181257230556051
p4_img22,data/raw/p4_img22.png,1.4929784132643935
p4_img14,data/raw/p4_img14.png,1.479542417737321
p0_img29,data/raw/p0_img29.png,1.44019978734938
p4_img17,data/raw/p4_img17.png,1.4300221078578534
p2_seed21,data/raw/p2_seed21.jpg,1.4024224770691929
p4_img2,data/raw/p4_img2.png,1.390257702040109
p2_img8,data/raw/p2_img8.png,1.3666338691561044
p0_img13,data/raw/p0_img13.png,1.3655311401885992
p2_seed22,data/raw/p2_seed22.jpg,1.3624917725170491
p2_seed15,data/raw/p2_seed15.jpg,1.3509345791807528
p4_img13,data/raw/p4_img13.png,1.3455051872397965
p4_img27,data/raw/p4_img27.png,1.3389622809128934
p0_seed28,data/raw/p0_seed28.jpg,1.3257298650588472
p0_img22,data/raw/p0_img22.png,1.302725804526303
p0_seed5,data/raw/p0_seed5.jpg,1.2834391854182363
p4_img21,data/raw/p4_img21.png,1.2669634408054735
p2_seed23,data/raw/p2_seed23.jpg,1.2458377487251464
p4_img8,data/raw/p4_img8.png,1.2452581277218584
p4_img16,data/raw/p4_img16.png,1.2302051103327536
p4_img11,data/raw/p4_img11.png,1.224933973381616
p0_img28,data/raw/p0_img28.png,1.2059817157361412
p2_seed5,data/raw/p2_seed5.jpg,1.184566113795771
p4_img24,data/raw/p4_img24.png,1.178982509845242
p0_seed22,data/raw/p0_seed22.jpg,1.1777108594980936
p2_img21,data/raw/p2_img21.png,1.176497131069303
p0_img18,data/raw/p0_img18.png,1.1721424660742703
p5_seed29,data/raw/p5_seed29.jpg,1.1558703671169612
p0_img5,data/raw/p0_img5.png,1.1396581574267617
p8_img5,data/raw/p8_img5.png,1.130356834819107
p0_img0,data/raw/p0_img0.png,1.1294684107447133
p2_seed0,data/raw/p2_seed0.jpg,1.1153599546692603
p4_img12,data/raw/p4_img12.png,1.1077549447978856
p7_img20,data/raw/p7_img20.png,1.096143655714602
p4_img4,data/raw/p4_img4.png,1.094937581156623
p2_img24,data/raw/p2_img24.png,1.0948405443046294
p8_img17,data/raw/p8_img17.png,1.0787397903656022
p0_img17,data/raw/p0_img17.png,1.0757789381778584
p4_img28,data/raw/p4_img28.png,1.0739320764002445
p0_img25,data/raw/p0_img25.png,1.0722798712231378
p4_img26,data/raw/p4_img26.png,1.0567170206027556
p2_seed20,data/raw/p2_seed20.jpg,1.055635248966185
p4_img23,data/raw/p4_img23.png,1.0452287818357795
p0_seed19,data/raw/p0_seed19.jpg,1.0413525475902372
p4_img25,data/raw/p4_img25.png,1.0413300142322004
p2_img22,data/raw/p2_img22.png,1.0392842297064109
p8_img10,data/raw/p8_img10.png,1.0179797580851528
p1_img19,data/raw/p1_img19.png,1.0110569513961518
p0_img11,data/raw/p0_img11.png,1.0017799305842363
p4_seed4,data/raw/p4_seed4.jpg,0.9977639425267584
p4_img10,data/raw/p4_img10.png,0.9779233093018596
p4_img6,data/raw/p4_img6.png,0.9766207367847454
p2_seed27,data/raw/p2_seed27.jpg,0.9751643548634892
p0_seed4,data/raw/p0_seed4.jpg,0.9538775068829652
p2_seed28,data/raw/p2_seed28.jpg,0.9532851560274986
p3_img21,data/raw/p3_img21.png,0.9415580912285756
p3_seed10,data/raw/p3_seed10.jpg,0.9414308551463026
p7_img22,data/raw/p7_img22.png,0.9330971137602236
p0_img9,data/raw/p0_img9.png,0.9302050915941984
p0_img8,data/raw/p0_img8.png,0.9211580546427665
p2_seed1,data/raw/p2_seed1.jpg,0.901595410426307
p7_img9,data/raw/p7_img9.png,0.9006690952324544
p0_img16,data/raw/p0_img16.png,0.873467835305144
p5_seed9,data/raw/p5_seed9.jpg,0.8691675066721501
p8_img8,data/raw/p8_img8.png,0.8646677343409724
p8_img13,data/raw/p8_img13.png,0.8501671611924108
p7_img8,data/raw/p7_img8.png,0.8462116130191141
p2_seed6,data/raw/p2_seed6.jpg,0.8461305842851354
p3_img25,data/raw/p3_img25.png,0.8252915452210295
p2_img13,data/raw/p2_img13.png,0.8240696806798836
p4_img9,data/raw/p4_img9.png,0.8195298212062504
p3_img17,data/raw/p3_img17.png,0.8151511179384873
p2_seed9,data/raw/p2_seed9.jpg,0.797166806360761
p7_img7,data/raw/p7_img7.png,0.7955721116139691
p8_img11,data/raw/p8_img11.png,0.7950328643478982
p7_img24,data/raw/p7_img24.png,0.7915294058153394
p7_img13,data/raw/p7_img13.png,0.7905767862016085
p1_img11,data/raw/p1_img11.png,0.7862215090737225
p2_seed16,data/raw/p2_seed16.jpg,0.7822417862586891
p0_img15,data/raw/p0_img15.png,0.7811031720988605
p8_img6,data/raw/p8_img6.png,0.7761145130286665
p7_img17,data/raw/p7_img17.png,0.7694109066016827
p0_seed9,data/raw/p0_seed9.jpg,0.7511993724674895
p8_img23,data/raw/p8_img23.png,0.747229679419032
p3_img22,data/raw/p3_img22.png,0.7366458053767643
p7_img11,data/raw/p7_img11.png,0.729225904623633
p2_img17,data/raw/p2_img17.png,0.7229289431023419
p8_img27,data/raw/p8_img27.png,0.7224840357932832
p4_seed16,data/raw/p4_seed16.jpg,0.7220928085833069
p4_img1,data/raw/p4_img1.png,0.7183551994377776
p4_seed12,data/raw/p4_seed12.jpg,0.7149101846198959
p6_img21,data/raw/p6_img21.png,0.7061667147285594
p4_img5,data/raw/p4_img5.png,0.7033547437084761
p0_seed13,data/raw/p0_seed13.jpg,0.7027702647415667
p8_img22,data/raw/p8_img22.png,0.6913118689473494
p8_img14,data/raw/p8_img14.png,0.6892837586915744
p2_seed13,data/raw/p2_seed13.jpg,0.6882029318564674
p2_seed2,data/raw/p2_seed2.jpg,0.6875799431483803
