image_id,image_path,raw_score,adjusted_score
p0_img0,data/raw/p0_img0.png,8.066085815429688,6.322198374642725
p0_img1,data/raw/p0_img1.png,5.0876312255859375,5.49337773932448
p0_img10,data/raw/p0_img10.png,6.210531711578369,6.215834327823451
p0_img11,data/raw/p0_img11.png,6.630174160003662,6.5293866509590135
p0_img12,data/raw/p0_img12.png,5.605658054351807,6.022432665132462
p0_img13,data/raw/p0_img13.png,6.669079303741455,6.5355733768777
p0_img14,data/raw/p0_img14.png,5.718286991119385,6.395242037008835
p0_img15,data/raw/p0_img15.png,6.3272175788879395,7.143441777774489
p0_img16,data/raw/p0_img16.png,6.220977306365967,6.122853084471956
p0_img17,data/raw/p0_img17.png,6.834968090057373,5.958059752864087
p0_img18,data/raw/p0_img18.png,7.277174472808838,5.891820184233615
p0_img19,data/raw/p0_img19.png,5.131065845489502,6.423582171560747
p0_img2,data/raw/p0_img2.png,6.202707767486572,6.800422167007091
p0_img20,data/raw/p0_img20.png,5.808836936950684,5.547822420005162
p0_img21,data/raw/p0_img21.png,6.517983913421631,5.631449883031638
p0_img22,data/raw/p0_img22.png,5.884281158447266,5.677497405270122
p0_img23,data/raw/p0_img23.png,5.9893107414245605,6.200613825054923
p0_img24,data/raw/p0_img24.png,5.29396390914917,5.672275531925925
p0_img25,data/raw/p0_img25.png,5.620862007141113,6.140553428274799
p0_img26,data/raw/p0_img26.png,4.682855129241943,6.348358240720055
p0_img27,data/raw/p0_img27.png,5.970082759857178,6.186466645508518
p0_img28,data/raw/p0_img28.png,5.909748554229736,6.436933661170325
p0_img29,data/raw/p0_img29.png,6.752845287322998,6.253130359370149
p0_img3,data/raw/p0_img3.png,5.521974086761475,5.77270118679947
p0_img4,data/raw/p0_img4.png,5.374330043792725,5.7112330009128875
p0_img5,data/raw/p0_img5.png,4.90466833114624,6.390949713957853
p0_img6,data/raw/p0_img6.png,4.7163567543029785,6.303596724009095
p0_img7,data/raw/p0_img7.png,5.017884254455566,6.833404284108235
p0_img8,data/raw/p0_img8.png,5.980731964111328,5.627350961968958
p0_img9,data/raw/p0_img9.png,6.34778356552124,6.131598286052209
p0_seed0,data/raw/p0_seed0.jpg,3.8966968059539795,5.353907671097493
p0_seed1,data/raw/p0_seed1.jpg,5.280381679534912,5.4630018580248985
p0_seed10,data/raw/p0_seed10.jpg,6.114231109619141,6.733474416901501
p0_seed11,data/raw/p0_seed11.jpg,5.300770282745361,6.55846802786327
p0_seed12,data/raw/p0_seed12.jpg,6.043538570404053,5.5452450225258705
p0_seed13,data/raw/p0_seed13.jpg,5.7675909996032715,6.597189932039068
p0_seed14,data/raw/p0_seed14.jpg,5.229913234710693,4.862591116715001
p0_seed15,data/raw/p0_seed15.jpg,4.683513164520264,5.169480337459538
p0_seed16,data/raw/p0_seed16.jpg,4.763725757598877,5.8870224320177735
p0_seed17,data/raw/p0_seed17.jpg,3.6210474967956543,4.699407715177603
p0_seed18,data/raw/p0_seed18.jpg,5.288957118988037,5.614573120054789
p0_seed19,data/raw/p0_seed19.jpg,5.216244220733643,4.283231843104069
p0_seed2,data/raw/p0_seed2.jpg,4.5677490234375,4.57285107070283
p0_seed20,data/raw/p0_seed20.jpg,6.327210903167725,5.971483783878737
p0_seed21,data/raw/p0_seed21.jpg,3.9052464962005615,4.534969044526702
p0_seed22,data/raw/p0_seed22.jpg,6.47367525100708,5.958972526436783
p0_seed23,data/raw/p0_seed23.jpg,4.14952278137207,5.848955864411177
p0_seed24,data/raw/p0_seed24.jpg,5.9449639320373535,5.752683276913661
p0_seed25,data/raw/p0_seed25.jpg,5.993601322174072,6.321104067590525
p0_seed26,data/raw/p0_seed26.jpg,5.584542751312256,6.407713754000185
p0_seed27,data/raw/p0_seed27.jpg,3.8123340606689453,6.270816701885086
p0_seed28,data/raw/p0_seed28.jpg,7.227695941925049,5.618098725689999
p0_seed29,data/raw/p0_seed29.jpg,5.577320575714111,5.674862329745872
p0_seed3,data/raw/p0_seed3.jpg,11.22027587890625,5.756476928514508
p0_seed4,data/raw/p0_seed4.jpg,6.056434154510498,5.82303163794549
p0_seed5,data/raw/p0_seed5.jpg,6.5123372077941895,5.617210425631528
p0_seed6,data/raw/p0_seed6.jpg,5.717137813568115,5.3138067979052614
p0_seed7,data/raw/p0_seed7.jpg,2.623415231704712,4.3836492158154305
p0_seed8,data/raw/p0_seed8.jpg,4.148971080780029,6.41042986118018
p0_seed9,data/raw/p0_seed9.jpg,6.5793137550354,6.4539050537605585
p1_img0,data/raw/p1_img0.png,8.322704315185547,4.9959376125774
p1_img1,data/raw/p1_img1.png,5.390815258026123,5.495147006735318
p1_img10,data/raw/p1_img10.png,12.607762336730957,4.952190744629157
p1_img11,data/raw/p1_img11.png,4.907951831817627,5.277704672593072
p1_img12,data/raw/p1_img12.png,4.310951232910156,6.013389233971858
p1_img13,data/raw/p1_img13.png,5.576993465423584,6.254875235925804
p1_img14,data/raw/p1_img14.png,4.789184093475342,5.709431912365189
p1_img15,data/raw/p1_img15.png,5.220215797424316,6.001237328832668
p1_img16,data/raw/p1_img16.png,5.805160045623779,5.791681387105458
p1_img17,data/raw/p1_img17.png,5.513609409332275,6.182175057876367
p1_img18,data/raw/p1_img18.png,5.471714973449707,5.415346370142049
p1_img19,data/raw/p1_img19.png,5.902378559112549,5.759518667265661
p1_img2,data/raw/p1_img2.png,3.869513511657715,5.544779140071792
p1_img20,data/raw/p1_img20.png,6.00638484954834,6.083920269929292
p1_img21,data/raw/p1_img21.png,5.287636756896973,5.959295210586512
p1_img22,data/raw/p1_img22.png,48.59592819213867,4.883393134021434
p1_img23,data/raw/p1_img23.png,3.3958160877227783,5.512373835196861
p1_img24,data/raw/p1_img24.png,6.417696475982666,5.372666771062932
p1_img25,data/raw/p1_img25.png,7.716609477996826,5.58145066264109
p1_img26,data/raw/p1_img26.png,5.07321310043335,5.8188742626300884
p1_img27,data/raw/p1_img27.png,3.8790013790130615,5.53906933807321
p1_img28,data/raw/p1_img28.png,5.135997772216797,5.714817687378815
p1_img29,data/raw/p1_img29.png,5.215507984161377,5.477095175143008
p1_img3,data/raw/p1_img3.png,4.688008785247803,4.827702490982685
p1_img4,data/raw/p1_img4.png,6.057895183563232,6.195790602594831
p1_img5,data/raw/p1_img5.png,7.529667377471924,5.748184022202974
p1_img6,data/raw/p1_img6.png,5.155466079711914,5.71218748652811
p1_img7,data/raw/p1_img7.png,5.450862407684326,5.931062247755752
p1_img8,data/raw/p1_img8.png,5.884167194366455,6.591913487762227
p1_img9,data/raw/p1_img9.png,11.609871864318848,5.998088067748766
p1_seed0,data/raw/p1_seed0.jpg,1.9580683708190918,4.980215272977628
p1_seed1,data/raw/p1_seed1.jpg,5.126388072967529,5.278182727640484
p1_seed10,data/raw/p1_seed10.jpg,4.321299076080322,6.542898369406022
p1_seed11,data/raw/p1_seed11.jpg,5.148282527923584,4.554601110482031
p1_seed12,data/raw/p1_seed12.jpg,2.3129098415374756,4.340220542724054
p1_seed13,data/raw/p1_seed13.jpg,5.38832950592041,5.223445236803443
p1_seed14,data/raw/p1_seed14.jpg,3.2398107051849365,4.776392858553986
p1_seed15,data/raw/p1_seed15.jpg,4.815872669219971,4.821159893161622
p1_seed16,data/raw/p1_seed16.jpg,4.792742729187012,5.657979885986824
p1_seed17,data/raw/p1_seed17.jpg,5.413835048675537,5.082923589098956
p1_seed18,data/raw/p1_seed18.jpg,6.533209323883057,5.2830332180808215
p1_seed19,data/raw/p1_seed19.jpg,4.889235496520996,4.363125576197295
p1_seed2,data/raw/p1_seed2.jpg,5.458321571350098,4.417370752040638
p1_seed20,data/raw/p1_seed20.jpg,4.500486850738525,5.438915355591435
p1_seed21,data/raw/p1_seed21.jpg,2.3821394443511963,4.17155496426589
p1_seed22,data/raw/p1_seed22.jpg,5.06571626663208,4.1417236374188695
