image_id,image_path,ensemble_raw_score
p5_seed0,data/raw/p5_seed0.jpg,6.2471381108731086
p1_img22,data/raw/p1_img22.png,1.0496756815803407
p5_seed1,data/raw/p5_seed1.jpg,0.9742049675401708
p2_seed15,data/raw/p2_seed15.jpg,0.9177368061487922
p0_seed5,data/raw/p0_seed5.jpg,0.8476301142587754
p7_img20,data/raw/p7_img20.png,0.8031967025090684
p4_img17,data/raw/p4_img17.png,0.7748609152756648
p4_img21,data/raw/p4_img21.png,0.7113757773552408
p2_seed22,data/raw/p2_seed22.jpg,0.6998555460413908
p2_seed21,data/raw/p2_seed21.jpg,0.6813200843057512
p2_seed23,data/raw/p2_seed23.jpg,0.6805595428009846
p2_seed11,data/raw/p2_seed11.jpg,0.6679932023014019
p1_seed27,data/raw/p1_seed27.jpg,0.6665204995132212
p4_img4,data/raw/p4_img4.png,0.6491433037594531
p0_img18,data/raw/p0_img18.png,0.6487597714764101
p4_img11,data/raw/p4_img11.png,0.6381038957516342
p4_img2,data/raw/p4_img2.png,0.636259055163678
p0_seed28,data/raw/p0_seed28.jpg,0.6201703505641583
p0_seed22,data/raw/p0_seed22.jpg,0.6190322001086924
p4_img22,data/raw/p4_img22.png,0.6167288184017983
p4_img8,data/raw/p4_img8.png,0.6133707058189043
p0_img0,data/raw/p0_img0.png,0.6011942705576478
p4_img10,data/raw/p4_img10.png,0.5976390874233163
p0_img20,data/raw/p0_img20.png,0.5976173610539677
p4_img16,data/raw/p4_img16.png,0.5942565914942827
p2_img21,data/raw/p2_img21.png,0.58110586081555
p0_seed4,data/raw/p0_seed4.jpg,0.5782009339537327
p4_img28,data/raw/p4_img28.png,0.5759787083675896
p4_img12,data/raw/p4_img12.png,0.568327477126345
p2_seed2,data/raw/p2_seed2.jpg,0.5541110867284417
p0_img11,data/raw/p0_img11.png,0.547511311284593
p0_img29,data/raw/p0_img29.png,0.5292378039273531
p2_seed16,data/raw/p2_seed16.jpg,0.5246302378453315
p4_img14,data/raw/p4_img14.png,0.5231512400774787
