image_id,image_path,resnet18_raw_score
p2_seed28,data/raw/p2_seed28.jpg,9.339052200317385
p4_img20,data/raw/p4_img20.png,9.14609718322754
p0_img29,data/raw/p0_img29.png,9.137283325195312
p2_seed5,data/raw/p2_seed5.jpg,9.091819763183594
p4_img8,data/raw/p4_img8.png,9.090494155883787
p2_seed11,data/raw/p2_seed11.jpg,9.07336711883545
p4_img16,data/raw/p4_img16.png,9.05319595336914
p4_img0,data/raw/p4_img0.png,8.99852466583252
p2_seed25,data/raw/p2_seed25.jpg,8.973665237426758
p4_img23,data/raw/p4_img23.png,8.934919357299805
p2_seed20,data/raw/p2_seed20.jpg,8.934311866760254
p4_img22,data/raw/p4_img22.png,8.916292190551758
p0_img0,data/raw/p0_img0.png,8.904298782348633
p4_img17,data/raw/p4_img17.png,8.896696090698242
p4_img13,data/raw/p4_img13.png,8.88786506652832
p4_img25,data/raw/p4_img25.png,8.887099266052246
p4_img27,data/raw/p4_img27.png,8.885601043701172
p3_img22,data/raw/p3_img22.png,8.874342918395996
p4_img10,data/raw/p4_img10.png,8.874133110046387
p4_img14,data/raw/p4_img14.png,8.847402572631836
p4_img11,data/raw/p4_img11.png,8.83259391784668
p4_img9,data/raw/p4_img9.png,8.822948455810547
p4_img6,data/raw/p4_img6.png,8.811664581298828
p4_img21,data/raw/p4_img21.png,8.806282043457031
p4_img24,data/raw/p4_img24.png,8.805231094360352
p9_img8,data/raw/p9_img8.png,8.80481243133545
p0_img16,data/raw/p0_img16.png,8.771036148071289
p4_img4,data/raw/p4_img4.png,8.76057243347168
p0_img20,data/raw/p0_img20.png,8.743741989135742
p8_img27,data/raw/p8_img27.png,8.732514381408691
p0_img18,data/raw/p0_img18.png,8.729427337646484
p4_img12,data/raw/p4_img12.png,8.700113296508789
p7_img20,data/raw/p7_img20.png,8.695457458496094
p0_img22,data/raw/p0_img22.png,8.671037673950195
p1_img22,data/raw/p1_img22.png,8.669044494628906
p0_img13,data/raw/p0_img13.png,8.636636734008789
p2_seed6,data/raw/p2_seed6.jpg,8.627796173095703
p0_seed19,data/raw/p0_seed19.jpg,8.617729187011719
p7_img22,data/raw/p7_img22.png,8.604291915893555
p0_seed4,data/raw/p0_seed4.jpg,8.599485397338867
p0_img17,data/raw/p0_img17.png,8.59428596496582
p2_seed23,data/raw/p2_seed23.jpg,8.592131614685059
p2_seed0,data/raw/p2_seed0.jpg,8.588850021362305
p0_seed28,data/raw/p0_seed28.jpg,8.582704544067383
p4_img18,data/raw/p4_img18.png,8.573307991027832
p2_img24,data/raw/p2_img24.png,8.571056365966797
p8_img13,data/raw/p8_img13.png,8.560466766357422
p8_img17,data/raw/p8_img17.png,8.542112350463867
p3_img13,data/raw/p3_img13.png,8.523547172546387
p7_img23,data/raw/p7_img23.png,8.518589973449707
p0_img10,data/raw/p0_img10.png,8.511606216430664
p1_img19,data/raw/p1_img19.png,8.5111722946167
p4_img26,data/raw/p4_img26.png,8.507999420166016
p2_seed22,data/raw/p2_seed22.jpg,8.498126983642578
p7_img16,data/raw/p7_img16.png,8.494841575622559
p4_seed19,data/raw/p4_seed19.jpg,8.494361877441406
p2_img8,data/raw/p2_img8.png,8.493677139282227
p0_img9,data/raw/p0_img9.png,8.493551254272461
p2_seed16,data/raw/p2_seed16.jpg,8.4908447265625
p0_img8,data/raw/p0_img8.png,8.479097366333008
p8_img8,data/raw/p8_img8.png,8.47459602355957
p4_img2,data/raw/p4_img2.png,8.468482971191406
p2_seed8,data/raw/p2_seed8.jpg,8.454270362854004
p0_img25,data/raw/p0_img25.png,8.45248031616211
p7_img28,data/raw/p7_img28.png,8.447349548339844
p3_seed28,data/raw/p3_seed28.jpg,8.436539649963379
p4_img1,data/raw/p4_img1.png,8.428018569946289
p8_img0,data/raw/p8_img0.png,8.423385620117188
p3_img21,data/raw/p3_img21.png,8.394777297973633
p5_seed5,data/raw/p5_seed5.jpg,8.387492179870605
p0_img11,data/raw/p0_img11.png,8.376714706420898
p9_img16,data/raw/p9_img16.png,8.374058723449707
p1_img20,data/raw/p1_img20.png,8.370779991149902
p2_img22,data/raw/p2_img22.png,8.37037181854248
p3_img8,data/raw/p3_img8.png,8.360382080078125
p4_img29,data/raw/p4_img29.png,8.352672576904297
p1_img16,data/raw/p1_img16.png,8.351937294006348
p4_img19,data/raw/p4_img19.png,8.351184844970703
p2_seed19,data/raw/p2_seed19.jpg,8.342161178588867
p4_img5,data/raw/p4_img5.png,8.336584091186523
p5_seed29,data/raw/p5_seed29.jpg,8.33102798461914
p2_img17,data/raw/p2_img17.png,8.322432518005371
p2_img13,data/raw/p2_img13.png,8.320104598999023
p8_img14,data/raw/p8_img14.png,8.315160751342773
p0_img7,data/raw/p0_img7.png,8.31283950805664
p2_img16,data/raw/p2_img16.png,8.309680938720703
p7_img24,data/raw/p7_img24.png,8.306451797485352
p4_seed0,data/raw/p4_seed0.jpg,8.301753997802734
p7_img11,data/raw/p7_img11.png,8.29920768737793
p7_img8,data/raw/p7_img8.png,8.28701114654541
p2_img20,data/raw/p2_img20.png,8.286689758300781
p0_img2,data/raw/p0_img2.png,8.28390884399414
p3_img17,data/raw/p3_img17.png,8.277374267578125
p3_img24,data/raw/p3_img24.png,8.275588989257812
p2_seed15,data/raw/p2_seed15.jpg,8.275347709655762
p7_img17,data/raw/p7_img17.png,8.27108383178711
p2_img19,data/raw/p2_img19.png,8.265710830688477
p9_img15,data/raw/p9_img15.png,8.250003814697266
p0_img15,data/raw/p0_img15.png,8.245604515075684
p6_img8,data/raw/p6_img8.png,8.234476089477539
