image_id,image_path,resnet18_adjusted_score
p3_img25,data/raw/p3_img25.png,6.317335353526959
p0_seed9,data/raw/p0_seed9.jpg,6.313939698419005
p7_img15,data/raw/p7_img15.png,6.313412664248599
p0_seed1,data/raw/p0_seed1.jpg,6.30512525434207
p3_seed12,data/raw/p3_seed12.jpg,6.294105509649716
p2_img29,data/raw/p2_img29.png,6.267706268371258
p4_seed27,data/raw/p4_seed27.jpg,6.265058195913188
p8_img4,data/raw/p8_img4.png,6.264890215804145
p1_img13,data/raw/p1_img13.png,6.262897574125991
p8_img21,data/raw/p8_img21.png,6.258113309446889
p1_seed11,data/raw/p1_seed11.jpg,6.24386054293403
p6_seed1,data/raw/p6_seed1.jpg,6.237676113787708
p3_seed1,data/raw/p3_seed1.jpg,6.235881393426951
p0_seed23,data/raw/p0_seed23.jpg,6.231960352881331
p2_seed19,data/raw/p2_seed19.jpg,6.226626556576225
p8_img7,data/raw/p8_img7.png,6.202077389980184
p8_img24,data/raw/p8_img24.png,6.200704293522119
p3_seed18,data/raw/p3_seed18.jpg,6.198434218825926
p1_img7,data/raw/p1_img7.png,6.193641933798721
p3_img5,data/raw/p3_img5.png,6.189192308719898
p6_seed6,data/raw/p6_seed6.jpg,6.185638904238144
p1_seed18,data/raw/p1_seed18.jpg,6.179013739046176
p8_img23,data/raw/p8_img23.png,6.177065799691485
p1_seed15,data/raw/p1_seed15.jpg,6.167240437235686
p7_img10,data/raw/p7_img10.png,6.165766222058725
p0_seed28,data/raw/p0_seed28.jpg,6.165485413892327
p6_img26,data/raw/p6_img26.png,6.163242981072831
p0_seed6,data/raw/p0_seed6.jpg,6.161558975708905
p1_img2,data/raw/p1_img2.png,6.159015657701783
p2_seed27,data/raw/p2_seed27.jpg,6.157543470121218
p9_img17,data/raw/p9_img17.png,6.154925457206912
p3_img4,data/raw/p3_img4.png,6.151512650454615
p1_seed3,data/raw/p1_seed3.jpg,6.148632953350822
p0_seed18,data/raw/p0_seed18.jpg,6.147744280850498
p0_seed11,data/raw/p0_seed11.jpg,6.144787731170815
p0_seed24,data/raw/p0_seed24.jpg,6.14338836705234
p1_seed27,data/raw/p1_seed27.jpg,6.142041943041948
p6_seed17,data/raw/p6_seed17.jpg,6.141939003360767
p0_seed0,data/raw/p0_seed0.jpg,6.140113701817571
p3_seed11,data/raw/p3_seed11.jpg,6.1398302187689655
p8_img5,data/raw/p8_img5.png,6.136599348248634
p6_seed15,data/raw/p6_seed15.jpg,6.129687037472233
p3_img23,data/raw/p3_img23.png,6.127728080985126
p3_img7,data/raw/p3_img7.png,6.123615017453056
p5_seed9,data/raw/p5_seed9.jpg,6.122530093004401
p3_seed10,data/raw/p3_seed10.jpg,6.121811745158141
p3_seed19,data/raw/p3_seed19.jpg,6.120141646066593
p6_img23,data/raw/p6_img23.png,6.119374854059298
p0_img11,data/raw/p0_img11.png,6.116514363280245
p2_seed26,data/raw/p2_seed26.jpg,6.115312360732023
p4_seed29,data/raw/p4_seed29.jpg,6.114245064940994
p3_seed13,data/raw/p3_seed13.jpg,6.10639950211448
p8_img27,data/raw/p8_img27.png,6.104033987979435
p1_seed1,data/raw/p1_seed1.jpg,6.10221106190684
p3_seed2,data/raw/p3_seed2.jpg,6.097326866413719
p1_img4,data/raw/p1_img4.png,6.096077206221913
p4_seed9,data/raw/p4_seed9.jpg,6.095291254990197
p0_img5,data/raw/p0_img5.png,6.0924645971056055
p5_seed13,data/raw/p5_seed13.jpg,6.0923262959096505
p5_seed6,data/raw/p5_seed6.jpg,6.091544339058826
p0_img27,data/raw/p0_img27.png,6.089478960034029
p8_img22,data/raw/p8_img22.png,6.087779428454256
p9_img25,data/raw/p9_img25.png,6.085490834366739
p5_img7,data/raw/p5_img7.png,6.0822084873441655
p0_seed25,data/raw/p0_seed25.jpg,6.073961574670145
p5_img28,data/raw/p5_img28.png,6.072304360829339
p3_seed27,data/raw/p3_seed27.jpg,6.069823147275914
p0_img15,data/raw/p0_img15.png,6.068524799512041
p2_seed1,data/raw/p2_seed1.jpg,6.067915314248792
p2_img5,data/raw/p2_img5.png,6.057777146160966
p6_seed5,data/raw/p6_seed5.jpg,6.0528991626936826
p5_seed29,data/raw/p5_seed29.jpg,6.051170024023845
p9_img24,data/raw/p9_img24.png,6.0487983792597415
p2_img8,data/raw/p2_img8.png,6.040881936346432
p2_seed13,data/raw/p2_seed13.jpg,6.03465137450787
p0_img24,data/raw/p0_img24.png,6.027303365050838
p5_seed18,data/raw/p5_seed18.jpg,6.021848381536071
p7_img13,data/raw/p7_img13.png,6.016630580665702
p4_img24,data/raw/p4_img24.png,6.016247075972578
p1_seed14,data/raw/p1_seed14.jpg,6.015855454703012
p8_img19,data/raw/p8_img19.png,6.015170534111874
p6_seed11,data/raw/p6_seed11.jpg,6.015064696897258
p1_img5,data/raw/p1_img5.png,6.014651241543104
p0_seed29,data/raw/p0_seed29.jpg,6.013802534610386
p1_img24,data/raw/p1_img24.png,6.012668246002746
p3_seed28,data/raw/p3_seed28.jpg,6.010500778423561
p0_seed15,data/raw/p0_seed15.jpg,6.010371639045669
p6_seed0,data/raw/p6_seed0.jpg,6.008867964496712
p2_img7,data/raw/p2_img7.png,6.003428873540733
p5_img29,data/raw/p5_img29.png,5.999963592261783
p5_img1,data/raw/p5_img1.png,5.99888243472971
p4_img21,data/raw/p4_img21.png,5.995863040405748
p6_seed3,data/raw/p6_seed3.jpg,5.98901485893192
p5_img25,data/raw/p5_img25.png,5.988322775141319
p6_seed19,data/raw/p6_seed19.jpg,5.987969187572155
p5_img5,data/raw/p5_img5.png,5.986345575849645
p3_img9,data/raw/p3_img9.png,5.984537992020022
p3_seed21,data/raw/p3_seed21.jpg,5.978294176046068
p7_img23,data/raw/p7_img23.png,5.9768373337429
p5_seed20,data/raw/p5_seed20.jpg,5.976535224614984
