image_id,image_path,resnet50_adjusted_score
p5_seed10,data/raw/p5_seed10.jpg,7.2416137112615395
p8_img15,data/raw/p8_img15.png,7.173573828702519
p2_seed12,data/raw/p2_seed12.jpg,7.166493428253622
p5_seed24,data/raw/p5_seed24.jpg,7.1613670059595735
p7_img15,data/raw/p7_img15.png,7.145961429208199
p0_img15,data/raw/p0_img15.png,7.143441777774489
p8_img20,data/raw/p8_img20.png,7.078998729796788
p6_seed8,data/raw/p6_seed8.jpg,7.071567286194772
p4_img5,data/raw/p4_img5.png,7.000632511434782
p8_img14,data/raw/p8_img14.png,6.942494933324144
p7_img6,data/raw/p7_img6.png,6.912032962154999
p4_img7,data/raw/p4_img7.png,6.881201733097251
p8_img19,data/raw/p8_img19.png,6.877123222467046
p4_img17,data/raw/p4_img17.png,6.869001795247198
p4_img6,data/raw/p4_img6.png,6.854884985485626
p0_img7,data/raw/p0_img7.png,6.833404284108235
p3_seed16,data/raw/p3_seed16.jpg,6.8054060635519775
p0_img2,data/raw/p0_img2.png,6.800422167007091
p2_img13,data/raw/p2_img13.png,6.774408633012884
p2_seed10,data/raw/p2_seed10.jpg,6.7714321308055085
p8_img11,data/raw/p8_img11.png,6.742630618104811
p0_seed10,data/raw/p0_seed10.jpg,6.733474416901501
p5_seed29,data/raw/p5_seed29.jpg,6.723651402760233
p5_seed3,data/raw/p5_seed3.jpg,6.680505060299854
p8_img5,data/raw/p8_img5.png,6.664540638936534
p3_seed10,data/raw/p3_seed10.jpg,6.657695908339044
p3_img27,data/raw/p3_img27.png,6.650940619695208
p8_img13,data/raw/p8_img13.png,6.641816508947726
p4_img13,data/raw/p4_img13.png,6.626547332818528
p5_seed13,data/raw/p5_seed13.jpg,6.621589878281351
p2_img9,data/raw/p2_img9.png,6.621024471790212
p4_img26,data/raw/p4_img26.png,6.620889646836231
p2_img4,data/raw/p2_img4.png,6.61455758791748
p4_img29,data/raw/p4_img29.png,6.608748196393469
p5_seed23,data/raw/p5_seed23.jpg,6.6006612883440114
p0_seed13,data/raw/p0_seed13.jpg,6.597189932039068
p3_seed8,data/raw/p3_seed8.jpg,6.594723285292699
p1_img8,data/raw/p1_img8.png,6.591913487762227
p3_img5,data/raw/p3_img5.png,6.581103844753095
p4_seed21,data/raw/p4_seed21.jpg,6.56561117396777
p0_seed11,data/raw/p0_seed11.jpg,6.55846802786327
p7_img5,data/raw/p7_img5.png,6.558240888444834
p8_img7,data/raw/p8_img7.png,6.557559991750627
p1_seed10,data/raw/p1_seed10.jpg,6.542898369406022
p5_seed1,data/raw/p5_seed1.jpg,6.540133467232366
p8_img17,data/raw/p8_img17.png,6.538833798597652
p7_img14,data/raw/p7_img14.png,6.537777765345744
p0_img13,data/raw/p0_img13.png,6.5355733768777
p0_img11,data/raw/p0_img11.png,6.5293866509590135
p5_seed6,data/raw/p5_seed6.jpg,6.52802366758041
p3_img13,data/raw/p3_img13.png,6.519656937330534
p3_img4,data/raw/p3_img4.png,6.510483662045229
p4_seed11,data/raw/p4_seed11.jpg,6.483318041098446
p4_seed10,data/raw/p4_seed10.jpg,6.4832098528992725
p5_seed11,data/raw/p5_seed11.jpg,6.473404435452816
p3_img26,data/raw/p3_img26.png,6.462273722620624
p4_seed24,data/raw/p4_seed24.jpg,6.461581294857331
p4_img4,data/raw/p4_img4.png,6.460443451698251
p4_img15,data/raw/p4_img15.png,6.456154631124801
p0_seed9,data/raw/p0_seed9.jpg,6.453905053760559
p3_img6,data/raw/p3_img6.png,6.449492169314633
p0_img28,data/raw/p0_img28.png,6.436933661170325
p5_seed4,data/raw/p5_seed4.jpg,6.432626817222335
p2_img5,data/raw/p2_img5.png,6.430500337708013
p0_img19,data/raw/p0_img19.png,6.423582171560747
p6_seed11,data/raw/p6_seed11.jpg,6.417378041174958
p7_img11,data/raw/p7_img11.png,6.41680141715461
p4_seed14,data/raw/p4_seed14.jpg,6.416793155262877
p3_seed29,data/raw/p3_seed29.jpg,6.415269864551315
p4_img14,data/raw/p4_img14.png,6.413735651158858
p0_seed8,data/raw/p0_seed8.jpg,6.41042986118018
p5_seed20,data/raw/p5_seed20.jpg,6.408882936137831
p2_seed6,data/raw/p2_seed6.jpg,6.407939420271197
p0_seed26,data/raw/p0_seed26.jpg,6.407713754000185
p8_img9,data/raw/p8_img9.png,6.406541637571615
p2_img17,data/raw/p2_img17.png,6.403687111396542
p8_img2,data/raw/p8_img2.png,6.399850445281706
p0_img14,data/raw/p0_img14.png,6.395242037008835
p0_img5,data/raw/p0_img5.png,6.390949713957853
p3_seed23,data/raw/p3_seed23.jpg,6.390592787805
p2_seed2,data/raw/p2_seed2.jpg,6.379152543730558
p2_img29,data/raw/p2_img29.png,6.37369981002196
p2_img2,data/raw/p2_img2.png,6.370235034088623
p8_img29,data/raw/p8_img29.png,6.365479093836092
p6_seed10,data/raw/p6_seed10.jpg,6.365093392931079
p2_img14,data/raw/p2_img14.png,6.364385776676916
p3_img10,data/raw/p3_img10.png,6.361907044713751
p4_img1,data/raw/p4_img1.png,6.36163105802687
p8_img26,data/raw/p8_img26.png,6.357071967819689
p2_seed13,data/raw/p2_seed13.jpg,6.354906631758128
p3_seed9,data/raw/p3_seed9.jpg,6.352003717589499
p0_img26,data/raw/p0_img26.png,6.348358240720055
p7_img1,data/raw/p7_img1.png,6.34764680554152
p3_seed4,data/raw/p3_seed4.jpg,6.342894048448202
p3_img16,data/raw/p3_img16.png,6.332112763093799
p3_img2,data/raw/p3_img2.png,6.330982775512879
p3_seed2,data/raw/p3_seed2.jpg,6.324282762983704
p2_img6,data/raw/p2_img6.png,6.322974369067747
p0_img0,data/raw/p0_img0.png,6.322198374642725
p0_seed25,data/raw/p0_seed25.jpg,6.321104067590525
