image_id,image_path,resnet50_raw_score
p5_seed0,data/raw/p5_seed0.jpg,312.2176818847656
p1_seed27,data/raw/p1_seed27.jpg,151.25865173339844
p5_seed1,data/raw/p5_seed1.jpg,57.97678756713867
p1_img22,data/raw/p1_img22.png,48.59592819213867
p1_seed26,data/raw/p1_seed26.jpg,48.11139297485352
p1_seed8,data/raw/p1_seed8.jpg,34.64390182495117
p1_seed23,data/raw/p1_seed23.jpg,30.207386016845703
p1_seed3,data/raw/p1_seed3.jpg,23.653892517089844
p3_img20,data/raw/p3_img20.png,20.390289306640625
p5_seed20,data/raw/p5_seed20.jpg,16.475452423095703
p6_seed8,data/raw/p6_seed8.jpg,14.761445045471191
p5_seed8,data/raw/p5_seed8.jpg,12.96596908569336
p1_img10,data/raw/p1_img10.png,12.607762336730955
p6_img4,data/raw/p6_img4.png,12.093148231506348
p5_seed24,data/raw/p5_seed24.jpg,11.812448501586914
p1_img9,data/raw/p1_img9.png,11.609871864318848
p5_img12,data/raw/p5_img12.png,11.296948432922363
p0_seed3,data/raw/p0_seed3.jpg,11.22027587890625
p4_img5,data/raw/p4_img5.png,8.911924362182617
p7_img22,data/raw/p7_img22.png,8.525141716003418
p1_img0,data/raw/p1_img0.png,8.322704315185547
p2_seed0,data/raw/p2_seed0.jpg,8.299675941467285
p3_img15,data/raw/p3_img15.png,8.280747413635254
p0_img0,data/raw/p0_img0.png,8.066085815429688
p4_img8,data/raw/p4_img8.png,7.837372779846191
p3_img17,data/raw/p3_img17.png,7.7221760749816895
p1_img25,data/raw/p1_img25.png,7.716609477996826
p4_seed0,data/raw/p4_seed0.jpg,7.68417501449585
p8_img25,data/raw/p8_img25.png,7.577098369598389
p8_img11,data/raw/p8_img11.png,7.57237958908081
p4_img16,data/raw/p4_img16.png,7.543868541717529
p1_img5,data/raw/p1_img5.png,7.529667377471924
p1_seed29,data/raw/p1_seed29.jpg,7.3769612312316895
p2_seed1,data/raw/p2_seed1.jpg,7.364677906036377
p3_seed4,data/raw/p3_seed4.jpg,7.337574481964111
p0_img18,data/raw/p0_img18.png,7.277174472808838
p0_seed28,data/raw/p0_seed28.jpg,7.227695941925049
p6_img14,data/raw/p6_img14.png,7.218623161315918
p3_seed16,data/raw/p3_seed16.jpg,7.176032543182373
p5_seed28,data/raw/p5_seed28.jpg,7.171661853790283
p8_img4,data/raw/p8_img4.png,7.1427764892578125
p4_seed27,data/raw/p4_seed27.jpg,7.114218235015869
p3_seed20,data/raw/p3_seed20.jpg,7.113551616668701
p1_seed28,data/raw/p1_seed28.jpg,7.110703945159912
p8_img15,data/raw/p8_img15.png,7.100661277770996
p4_img17,data/raw/p4_img17.png,6.939140319824219
p3_seed19,data/raw/p3_seed19.jpg,6.84574556350708
p0_img17,data/raw/p0_img17.png,6.834968090057373
p8_img3,data/raw/p8_img3.png,6.830512523651123
p3_img13,data/raw/p3_img13.png,6.80260705947876
p8_img2,data/raw/p8_img2.png,6.785109519958496
p8_img14,data/raw/p8_img14.png,6.784576416015625
p7_img15,data/raw/p7_img15.png,6.780279636383057
p7_img1,data/raw/p7_img1.png,6.770092487335205
p2_img8,data/raw/p2_img8.png,6.755824089050293
p0_img29,data/raw/p0_img29.png,6.752845287322998
p2_img13,data/raw/p2_img13.png,6.72709321975708
p2_seed22,data/raw/p2_seed22.jpg,6.7005720138549805
p2_img21,data/raw/p2_img21.png,6.68474006652832
p3_img8,data/raw/p3_img8.png,6.671108722686768
p0_img13,data/raw/p0_img13.png,6.669079303741455
p4_img14,data/raw/p4_img14.png,6.662242889404297
p3_img21,data/raw/p3_img21.png,6.6594061851501465
p2_seed6,data/raw/p2_seed6.jpg,6.633368015289307
p0_img11,data/raw/p0_img11.png,6.630174160003662
p8_img8,data/raw/p8_img8.png,6.604904174804688
p4_seed4,data/raw/p4_seed4.jpg,6.583652019500732
p0_seed9,data/raw/p0_seed9.jpg,6.5793137550354
p5_seed10,data/raw/p5_seed10.jpg,6.566595554351807
p6_seed13,data/raw/p6_seed13.jpg,6.555339336395264
p4_img28,data/raw/p4_img28.png,6.548802375793457
p1_seed18,data/raw/p1_seed18.jpg,6.533209323883057
p3_img10,data/raw/p3_img10.png,6.529122829437256
p0_img21,data/raw/p0_img21.png,6.517983913421631
p0_seed5,data/raw/p0_seed5.jpg,6.5123372077941895
p7_img14,data/raw/p7_img14.png,6.488727569580078
p7_img28,data/raw/p7_img28.png,6.474437236785889
p0_seed22,data/raw/p0_seed22.jpg,6.47367525100708
p6_img24,data/raw/p6_img24.png,6.471114635467529
p6_seed6,data/raw/p6_seed6.jpg,6.444679260253906
p1_img24,data/raw/p1_img24.png,6.417696475982666
p6_seed10,data/raw/p6_seed10.jpg,6.408798694610596
p2_seed13,data/raw/p2_seed13.jpg,6.39888858795166
p8_img6,data/raw/p8_img6.png,6.398456573486328
p4_seed13,data/raw/p4_seed13.jpg,6.36365270614624
p4_img6,data/raw/p4_img6.png,6.347797393798828
p0_img9,data/raw/p0_img9.png,6.34778356552124
p0_img15,data/raw/p0_img15.png,6.32721757888794
p0_seed20,data/raw/p0_seed20.jpg,6.327210903167725
p4_seed10,data/raw/p4_seed10.jpg,6.310619831085205
p9_img29,data/raw/p9_img29.png,6.306356906890869
p2_seed15,data/raw/p2_seed15.jpg,6.303725242614746
p2_img10,data/raw/p2_img10.png,6.288085460662842
p3_img6,data/raw/p3_img6.png,6.286754131317139
p4_img18,data/raw/p4_img18.png,6.277405261993408
p4_img13,data/raw/p4_img13.png,6.274627208709717
p4_img25,data/raw/p4_img25.png,6.251750469207764
p4_img10,data/raw/p4_img10.png,6.249825954437256
p4_img21,data/raw/p4_img21.png,6.248859882354736
p5_seed6,data/raw/p5_seed6.jpg,6.247490406036377
